titulo,url,contenido,fechas_contexto,fechas,Precios,edad
Teatro Maravillas de Madrid: cultura y diversión para toda la familia con obras como Peter Pan,https://quehacerconlosninos.es/teatro-maravillas-de-madrid-peter-pan/,"El teatro maravillas de Madrid, ubicado en el animado barrio de Malasaña, es mucho más que un escenario. Es un lugar cargado de historia, de anécdotas teatrales, y hoy en día, un referente de losplanes con niños en Madridgracias a su cuidada programación familiar. En su cartelera destacan espectáculos comoPeter Pan,Las Aventuras de Coco y PepeoLa vuelta al mundo en 80 días, el musical, que conquistan a grandes y pequeños por igual. Este emblemático espacio forma parte del proyectoTeatros Verdes Iberdrola, una iniciativa que apoya a 16 teatros madrileños para fortalecer la visibilidad de la cultura en la ciudad. Gracias al impulso de Iberdrola y el teatro Maravillas se reafirma como unfaro de inspiración y sostenibilidad, conectado con su comunidad y comprometido con el futuro. Su historia se remonta a 1887, cuando nació como un teatro veraniego desmontable. Desde entonces, ha resistido guerras, atentados, reformas y renacimientos, manteniendo siempre viva su esencia artística. Reabrió sus puertas en 2005 tras una profunda remodelación, y hoy, bajo la gestión de Pedro Larrañaga, vuelve a ser un punto de encuentro imprescindible para los amantes del teatro y las familias que buscan planes culturales con niños. Con nueve temporadas a sus espaldas,Peter Pan, el musicalsigue volando alto en el teatro Maravillas. En esta nueva entrega, la magia se renueva con personajes como‘Sombra‘, nuevas canciones como‘El rap de los niños perdidos‘ o‘Y vuelta a empezar‘, y un elenco dediez artistas que dan vida a casi veinte personajesen una producción que combina música en directo, acrobacias aéreas y mucha emoción. Ideal para niños a partir de 3 años, este espectáculo familiar transmite valores como la imaginación, el coraje y el poder de soñar. Como bien dijo Mark Twain:“Peter Pan es un gran regalo que eleva al espectador a un lugar extraordinario lleno de aventuras y magia.” Además dePeter Pan, el teatro Maravillas ofrece otros espectáculos pensados para todos los públicos: Todas las funcionescuentan con descuentos y entradas desde 16,00 €(sin incluir comisión). La compra online es rápida y sencilla, y suele haber cupones limitados para conseguir el mejor precio. El teatro Maravillas es también un espacio cómodo para ir con niños: tieneacceso adaptado, buena visibilidad desde cualquier butacay una ubicación perfecta para combinar con un paseo o una merienda por Malasaña. En sus tablas han actuado grandes nombres como Sarah Bernhardt, Faemino y Cansado, Miriam Díaz-Aroca, Gabino Diego o María Barranco, entre muchos otros. Hoy, son los niños quienes lo llenan de risas cada fin de semana. Ir al teatro en familia es más que una salida de ocio: es una forma de educar en valores, fomentar la creatividad y vivir momentos únicos juntos. El teatro Maravillas ofrece precisamente eso: una experiencia enriquecedora que se adapta a todas las edades. Por eso, si estás buscando nuevosplanes con niños en Madrid, el teatro Maravillas es una opción redonda. Y con propuestas tan atractivas comoPeter PanoLa vuelta al mundo en 80 días, el éxito está asegurado. Síguenos en nuestrocanal de WhatsApppara recibir más planes y noticias en tiempo real. ",,[],"16,00€",3 años
Más de 200 actividades en la guía de turismo familiar presentada por la Comunidad de Madrid,https://quehacerconlosninos.es/mas-de-200-actividades-en-la-guia-de-turismo-familiar-presentada-por-la-comunidad-de-madrid/,"Laguía turismo familiar de la Comunidad de Madridya está disponible y llega repleta de propuestas pensadas para familias con ganas de explorar y disfrutar. Con hasta 200 planes adaptados a todos los gustos, esta nueva publicación recoge lo mejor del patrimonio cultural, natural y gastronómico de la región en un formato práctico y accesible. El documento fue presentado por el consejero de Cultura, Turismo y Deporte, Mariano de Paco Serrano, durante una visita alParque Warnerde San Martín de la Vega, uno de los espacios destacados en esta iniciativa que tiene como objetivo principalfomentar los planes con niñosdurante todo el año. Laguía turismo familiar Comunidad de Madridreúne actividades tanto en la capital, como en rincones con gran encanto familiar. Incluye planes en: La guía propone desdevisitas a castillos, palacios y museos, hasta planes en parques temáticos, espectáculos musicales y escapadas rurales con sabor madrileño. Todo ello con una selección de espacios aptos para familias y con recomendaciones que permiten disfrutar a todas las edades. Con esta guía, el Gobierno de la Comunidad de Madrid buscafacilitar tiempo de calidad en familiaa través de propuestas que combinanaprendizaje, entretenimiento y cercanía. También se incluyen sugerencias para saborear la cocina local, como la repostería tradicional madrileña, que puede disfrutarse en muchos de los destinos. Además, la publicación está disponible enespañol e inglés, lo que la convierte en una herramienta ideal tanto para madrileños como para visitantes que buscan ideas diferentes deplanes con niños. El contenido completo de laguía turismo familiar Comunidad de Madridse puede consultar de forma gratuita en laweb oficial de turismo. Una herramienta ideal para tener siempre a mano y descubrir todo lo que esta comunidad tiene para ofrecer en cualquier época del año. Sigue el canal deQue Hacer con los Niños en WhatsApp.",,[],No especificado,No especificado
Planetario de Madrid con niños: exposiciones y proyecciones,https://quehacerconlosninos.es/planetario-de-madrid-con-ninos-exposiciones-proyecciones/,"¡Atención familias! Si estáis buscandoqué hacer con los niñosy queréis encontrar un plan educativo y divertido, elPlanetario de Madridcon niños es una opción perfecta, tiene una oferta deexposiciones y proyecciones infantilesque no os podéis perder. Desde aventuras espaciales hasta exploraciones lunares, hay actividades diseñadas especialmente para despertar la curiosidad de los más pequeños.​ Esta exposición muestra laevolución de los planetariosa lo largo del tiempo, permitiendo a los niños comprender cómo se han representado las estrellas y constelaciones en diferentes épocas. ​ Aquí, los pequeños podrán admirar impresionantesimágenes astronómicasen gran formato, capturadas por el astrofotógrafo Rogelio Bernal Andreo. Una oportunidad única para apreciar la belleza del universo. ​ Esta muestra acerca a los visitantes a las contribuciones de laAgencia Espacial Europeaal progreso humano, destacandomisiones y descubrimientosque han ampliado nuestro conocimiento del cosmos. ​ Dirigida a niñoshasta los 6 años, esta proyección de 35 minutos presenta a Cloe, una profesora que guía a los pequeños en unviaje por el cielo nocturno, enseñándoles sobre el Sol, la Luna, las estrellas y los planetas de manera amena y educativa. ​ Recomendada para niñosa partir de 6 años, esta sesión de 31 minutos sigue las aventuras del hámster Elon en su sueño deconvertirse en astronauta. Una historia inspiradora que combina ciencia y diversión. ​ Tambiénpara mayores de 6 años, esta proyección de 30 minutos narra la historia de James, un pingüino turista, y Vladimir, un oso polar, quienes investigan elmisterio de la noche polara bordo de un submarino espacial. ​ El Planetario abrede martes a domingoen dos franjas horarias: de 10:00 a 13:45 y de 17:00 a 19:45. Lasproyecciones infantiles se programan los sábados, domingos y festivosa las 11:00, 12:00 y 13:00. ​ Las tarifas para las proyecciones son:​ Compra de entradas:Las entradas para el Planetario de Madrid pueden adquirirse en taquilla o directamente desde su página web. Puedescomprar entradas en la web oficial del Planetariopara asegurar tu plaza, ya que el aforo es limitado. Acceso a la sala de proyección:Una vez iniciada la proyección, no se permite el acceso, por lo que es importante ser puntuales.​ Exposiciones gratuitas:El acceso a las exposiciones es gratuito y puede realizarse durante el horario de apertura del centro.​ Síguenos en nuestrocanal de WhatsApppara recibir más planes y noticias en tiempo real.",,[],No especificado,6 años
100 dinosaurios invadirán la Casa de Campo de Madrid,https://quehacerconlosninos.es/100-dinosaurios-invadiran-la-casa-de-campo-de-madrid/,"A partir del 14 de marzo y hasta el 1 de junio, el EscenarioPuerta del Ángel, ubicado en la Casa de Campo, se transformará en un auténtico recorrido al aire libre de 4.000 m², donde más de 100 dinosaurios, algunos animatrónicos a tamaño real, cobrarán vida en un hábitat prehistórico. Entre ellos,destaca un imponente T. Rex que alcanza los 9 metros de altura y 15 metros de largo, acompañado de sonido y movimiento para una experiencia sensorial única. El encargado de organizar este evento es Productores de Sonrisas, la empresa líder en entretenimiento familiar, que vuelve a sorprendernos con una de las exposiciones de dinosaurios más grandes de Europa,‘SAURIOS’  Durante la ‘expedición’, los visitantes podrán adentrarse en una aventura jurásica inolvidable, guiados por divertidos exploradores que narrarán sus disparatadasaventuras con el Triceratops, el Tyrannosaurus rex, el Velociraptory otros majestuosos dinosaurios. Además, se pondrá a prueba a los más pequeños con ingeniosas preguntas sobre este fascinante mundo, haciendo de ‘SAURIOS’ el plan perfecto en familia para conocer de cerca a su dinosaurio favorito y descubrir la historia de estas increíbles criaturas. Productores de Sonrisas, reconocidos por espectáculos como Circlassica, Circo Mágico, y Navidad Circo Price, así como por producciones emblemáticas como Mágicas Navidades de Torrejón, Juvenalia y Funbox, el parque hinchable más grande del mundo, reafirma su compromiso de crear experiencias innovadoras y memorables para todos los públicos. Una vez que accedas al recinto, podrás estar todo el tiempo que quieras, aunque se estima que el recorrido tiene una duración de una hora. Hay que tener en cuenta que los menores de 12 años tendrán que ir acompañados de un mayor de 18 años y queno se puede acceder con patines o patinetesni está permitida la entrada de mascotas. Cuándo:del 14 de marzo al 1 de junioDónde:Escenario Puerta del Ángel. casa de campo (Madrid)Precio: desde 12 € Cómo llegar:La parada de metro más cercana es Puerta del Ángel (L 6) o Lago (L 10), o puedes venir en los autobuses que tienen parada en Pº de Extremadura-Puerta del Ángel (31, 33, 36, 39 y 65). También puedes venir en Renfe (Estación Príncipe Pío) porque ahora puedes comprar tu entrada para Saurios incluyendo el viaje en tren de Cercanías. ENTRADA SAURIOSFAST PASS + BILLETE RENFE: Adulto 19€ y Niño 16€.  Para más ideas y planes con los peques, visita nuestra webQué Hacer con los Niños.","{'fecha_normalizada': '2025-03-14', 'dia_semana': 'Friday', 'mes': 'March', 'año': 2025, 'es_este_mes': False, 'es_este_fin_de_semana': False}","['14 de marzo', '1 de junio', '14 de marzo', '1 de junio']",12€,14 años
"Dónde ver ‘Ecos del Océano’, la exposición que te lleva a las profundidades del mar en Madrid",https://quehacerconlosninos.es/donde-ver-ecos-del-oceano-la-exposicion-que-te-lleva-a-las-profundidades-del-mar-en-madrid/,"Los océanos esconden secretos fascinantes y, ahora, es posible explorarlos sin mojarse gracias aEcos del Océano, la nueva exposición del Espacio Fundación Telefónica. Esta muestra ofrece un viaje sensorial único que combina arte, tecnología y ciencia para transportarte a las profundidades marinas. A través de imágenes impactantes y sonidos reales de ballenas y otros cetáceos, los visitantes podrán descubrir la importancia de los océanos en el equilibrio del planeta y reflexionar sobre su conservación. Si buscas un plan especial en Madrid para disfrutar en familia, Ecos del Océano es una experiencia diferente que sorprenderá a pequeños y mayores. La exposición estará disponibledel 12 de febrero al 7 de septiembre de 2025, y la entrada es completamente gratuita. Adentrarse en Ecos del Océano es como sumergirse en las profundidades del mar sin mojarse. La instalación principal de la exposición rodea a los visitantes conimágenes en movimiento y sonidos reales del océano, transportándolos a un mundo donde las ballenas, los cachalotes y otras criaturas marinas se comunican en su propio lenguaje. A través de doce enormes pantallas y un sistema de audio envolvente, se puede ‘escuchar’ el océano desde la perspectiva de estos gigantes del mar, sintiendo la inmensidad y el misterio de su hábitat. Pero esta no es solo una experiencia visual y sonora, sino también una invitación a reflexionar. ¿Cómo afecta el ruido humano a los océanos? ¿De qué manera las ballenas perciben su entorno? Ecos del Océano no solo deslumbra con su belleza, sino que también conciencia sobre laimportancia de cuidar los ecosistemas marinos. Una oportunidad única para que los niños y sus familias descubran, de forma emocionante, por qué los océanos son el verdadero pulmón del planeta.  Ecos del Océano se encuentra en la cuarta planta del Espacio Fundación Telefónica y puede visitarse demartes a viernes de 10:00 a 20:00, ysábados, domingos y festivos de 11:00 a 20:00. Además, para quienes deseen profundizar en la experiencia, se ofrecen visitas comentadas en distintos horarios durante la semana. Para disfrutar de esta experiencia, puedes reservar tusentradas aquí. La exposición está en elEspacio Fundación Telefónica, en lacalle Fuencarral, 3, Madrid, a pocos pasos de la Gran Vía. Se puede llegar fácilmente en transporte público: Si estás buscando una actividad original en Madrid, Ecos del Océano es una opción perfecta para una visita en familia. Su propuesta educativa la convierte en una experiencia inolvidable para todas las edades. Pequeños y mayores podrán viajar a las profundidades marinas sin salir de la ciudad y descubrir la magia del mundo submarino de una forma única. EnQué Hacer con los Niñosencontrarás más ideas para disfrutar en familia, desde exposiciones y espectáculos hasta parques y actividades al aire libre. Consulta nuestra sección de ocio para descubrir los mejores planes en Madrid y hacer que cada salida con los niños sea una aventura inolvidable.","{'fecha_normalizada': '2025-02-12', 'dia_semana': 'Wednesday', 'mes': 'February', 'año': 2025, 'es_este_mes': False, 'es_este_fin_de_semana': False}","['12 de febrero', '7 de septiembre de 2025']",No especificado,No especificado
Parque Warner y Parque de Atracciones abren sus puertas,https://quehacerconlosninos.es/parque-warner-y-parque-de-atracciones-abren-sus-puertas/,"Este viernes que viene, 28 de febrero, abren, por fin, dos de los parques que más visitantes atraen en Madrid.  Nos referimos al Parque Warner, que este mes estará dedicado a sus míticos superheroes y al Parque de Atracciones de Madrid donde podrán visitar sus cuatro áreas temáticas. Parque Warner Madrid abrirá sus puertas el próximo viernes 28 de febrero para dar comienzo a su temporada 2025. Un año más, el parque temático de la Comunidad de Madrid ofrecerá a sus visitantes una completa experiencia en ocio y entretenimiento, a través de una programación que incluye variedad de espectáculos, atracciones, actividades y meet&greet con los personajes más emblemáticos. Su apertura coincide con el‘Mes de Superhéroes’que durará todo el mes, hasta el 30 de marzo, con una amplia variedad de actividades dedicadas al fascinante mundo de superhéroes y supervillanos. Iconos de DC Comics como Superman, Batman, Joker, Flash y Wonder Woman, entre otros, estarán en Parque Warner.  Entre las actividades de este mes especial del parque, y que más éxito tiene entre el público infantil, está la academia de entrenamiento de DC Superheroes in training, donde losniños de 6 a 12 años podrán aprender los trucos y habilidades para combatir el malcontra los Villanos más poderosos de Gotham como Joker o Harley Quinn. Además, no faltará durante estos días eldesfile especial de DC Universeque recorrerá el parque todas las tardes con los superhéroes míticos y Looney Tunes.Junto a una amplia programación de espectáculos, y las mejores atracciones para todos los públicos, entre las que se destaca ‘Batman Gotham City Escape’, una de las multilaunch más innovadoras de Europa, Parque Warner reafirma su compromiso de ofrecer a sus visitantes las mejores experiencias de ocio como parque destino en España. Parque de Atracciones de Madrid también abre sus puertas el próximo viernes 28 de febrero. Repartidas en suscuatro áreas temáticas,los visitantes podrán disfrutar de atracciones para los más atrevidos, como Abismo o Tarántula en la zona de Maquinismo, así como diversas opciones para los más pequeños en Nickelodeon Land. Los amantes de las aventuras de terror que quieran adentrarse en un mundo de zombies, el pasaje del terror ‘The Walking Dead Experience’ también tendrá sus puertas abiertas. En su interior, se puede vivir el terror que sienten los protagonistas de la serie recorriendo alguno de los escenarios más míticos, como la casa del Gobernador, la estación Terminus, la cárcel o incluso el hospital en el que comienza todo. Las experiencias demeet&greet con los personajes míticosde Parque de Atracciones de Madrid también se abren paso en este comienzo de la nueva temporada. Las familias podrán conocer a Bob Esponja, Calamardo o a los protagonistas de “La Patrulla Canina”, e incluso visitarán la Piña de Bob Esponja, uno de los lugares más queridos del Parque. Si quieres comprar tus entradas al mejor preciopincha aquí.","{'fecha_normalizada': '2025-02-28', 'dia_semana': 'Friday', 'mes': 'February', 'año': 2025, 'es_este_mes': False, 'es_este_fin_de_semana': False}","['28 de febrero', 'viernes 28 de febrero', '30 de marzo', 'viernes 28 de febrero']",No especificado,No especificado
Museo de la Moto ‘Made in Spain’: un recorrido en familia por la historia del motociclismo español,https://quehacerconlosninos.es/museo-de-la-moto-made-in-spain-un-recorrido-en-familia-por-la-historia-del-motociclismo-espanol/,"El Museo de la Moto ‘Made in Spain’, ubicado en la históricaFábrica Gal de Alcalá de Henares, es una de las mejores opciones para disfrutar de unplan cultural en familia. Con más de 300 motocicletas en exhibición, esta exposición permite conocer de cerca la evolución de la industria motociclista en España, sus modelos más emblemáticos y la importancia que tuvieron en la sociedad del siglo XX. Visitar el Museo de la Moto ‘Made in Spain’ es una oportunidad perfecta para compartir con los más pequeños la historia de las motocicletas que marcaron una época. La exposición está diseñada para queniños y adultospuedan recorrer sus salas de manera didáctica, aprendiendo sobre el proceso de fabricación de las motos, los materiales utilizados y cómo estos vehículos transformaron el transporte y el deporte en España. Cada rincón del museo está lleno de detalles interesantes: desde modelos icónicos comoMontesa, Bultaco, Ossa o Derbi, hasta motocicletas menos conocidas pero igual de sorprendentes. Además, el recorrido cuenta conpaneles informativos y audiovisualesque explican la evolución de la industria y el impacto que tuvo en la vida de muchas generaciones.  El museo no es solo una muestra estática de motocicletas, sino unaexperienciaque permite a los visitantes revivir la historia del motociclismo español. Entre sus principales atractivos destacan:  El museo está situado en laCalle Rusia, Alcalá de Henares, Madrid, dentro de la antiguaFábrica Gal. Su ubicación permite combinar la visita con otros planes en Alcalá de Henares, una ciudad con un gran patrimonio cultural y lugares emblemáticos para explorar en familia. La exposición está abierta en el siguiente horario: El museo ofrece tarifas accesibles paraadultos, niños y grupos, con descuentos especiales para estudiantes y aficionados al motociclismo. La venta de entradas se realiza en la taquilla del museo y a través de supágina web.  Si estás buscandoplanes en Madrid con niños, el Museo de la Moto ‘Made in Spain’ es una excelente opción para descubrir en familia. Un recorrido educativo y entretenido que permite a los visitantes viajar en el tiempo y conocer el legado del motociclismo español de una manera única. Si quieres conocer más planes para disfrutar con niños, visitaQué Hacer con los Niñosy descubre las mejores actividades en Madrid.",,[],No especificado,No especificado
Bombastik Madrid: un videojuego arcade a escala real,https://quehacerconlosninos.es/bombastik-madrid-un-videojuego-arcade-a-escala-real/,"Si buscas unplan diferente en Madrid, Bombastik es una experiencia única que te hará sentir dentro de unvideojuego arcade a escala real. Con desafíos de acción, destreza y trabajo en equipo, esta actividad es perfecta para amigos, familias y equipos de empresa que quieran vivir una aventura llena de adrenalina. Bombastik no es un escape room ni una atracción convencional. Se trata de unjuego de acción para equipos de 4 a 8 jugadoresque deben superar 6 retos diferentesen un tiempo límite para evitar el temido bombazo. Cada sala es un nivel que pondrá a prueba la habilidad, la rapidez mental y la cooperación de los participantes.  Cada una de las salas de Bombastik ofrece un reto distinto inspirado en videojuegos arcade. Durante 75 minutos, los jugadores deben superar pruebas dinámicas y acumular segundos extra para la fase final. Cada prueba ha sido diseñada paraaumentar la emoción y la dificultad progresivamente, convirtiendo la experiencia en una de las más desafiantes y divertidas de Madrid.  Bombastik es ideal para quienes buscan unplan en grupo diferente. Ya sea para una salida con amigos, una actividad en familia o un evento de empresa, este juego fomenta la comunicación, la toma de decisiones rápidas y la cooperación bajo presión. Las empresas que buscan una alternativa innovadora para mejorar ladinámica de equipoencontrarán en Bombastik la combinación perfecta deestrategia, acción y entretenimiento.  Después de la acción, los jugadores pueden relajarse en elSpoiler Bar, un espacio con comida y bebida para comentar la experiencia y revivir los mejores momentos del juego. Bombastik se encuentra enCalle Áncora, 12, 28045 Madrid, una zona céntrica con fácil acceso en transporte público. Las reservas se pueden realizar online a través de laweb oficial de Bombastik. Se recomiendareservar con antelación, especialmente los fines de semana, ya que es una de las actividades más demandadas de Madrid. Bombastik no es solo un juego, es una experiencia inmersiva dondeel tiempo y la adrenalina corren en tu contra. Forma tu equipo, supera los retos y evita el bombazo. Si quieres descubrir más actividades emocionantes en Madrid, consulta nuestras recomendaciones enQué Hacer con los Niñosy encuentra los mejores planes para toda la familia.",,[],No especificado,No especificado
¡Cine + Cena en Cinesa Nassica por 12€: El Planazo Familiar en Getafe!,https://quehacerconlosninos.es/cine-cena-en-cinesa-nassica-por-12e-el-planazo-familiar-en-getafe/,"¿Quién dijo que una salida en familia tenía que costar una fortuna?Cinesa Nassicate sorprende con una promoción irresistible:¡cine y cena por tan solo 12€!Imagina disfrutar de la última película en Cinesa mientras compartes un delicioso menú pensado para todos, desde los más pequeños hasta los adultos. Es el plan perfecto para reír, emocionarse y saborear juntos una noche diferente, sin que tu bolsillo se resienta. Esta promoción, disponible del 17 de febrero al 18 de marzo de 2025, te invita a vivir unaexperiencia únicadurante los lunes, martes y jueves. La idea es que cada semana puedas reservar un momento especial para desconectar y disfrutar de una actividad completa: primero, una cena variada y, después, sumergirte en el mundo del cine enCinesa Nassica. El proceso es muy sencillo: dirígete al punto de información en el centro comercial, donde el equipo te atenderá en dos franjas horarias (de 12:00 a 15:30 y de 16:30 a 21:30) para que puedas adquirir tu plan. Es necesarioregistrarse previamentepara asegurar tu participación en esta oferta exclusiva. Puedesregistrarte aquí. Lo mejor de esta promo es la diversidad en lasopciones gastronómicas. No importa si prefieres tapas, menús rápidos o algo más tradicional, Nassica ha reunido un variado abanico de propuestas:  Después de disfrutar la cena, la diversión continúa enCinesa Nassica. La cartelera variada te garantiza que habrá una película perfecta para cada gusto. Es la oportunidad ideal para reír, emocionarte y compartir esos momentos en familia que se recordarán siempre. Ten en cuenta que el pago se realiza únicamenteen efectivo, por lo que es bueno tener el importe a mano. Además, el Centro Comercial Nassica se reserva el derecho de modificar las condiciones de la promoción o excluir a quienes alteren el buen funcionamiento del plan. No lo pienses más y aprovecha esta oferta única.Cine y cena por solo 12€es la excusa perfecta para crear recuerdos inolvidables en familia. ¿Te animas a disfrutar de una noche de entretenimiento y sabor en Nassica? Comparte tus momentos usando el hashtag#NassicaCineMasCenay forma parte de esta experiencia que promete ser tan divertida como deliciosa. ¿Buscas más ideas para disfrutar en familia? Descubre actividades, planes y consejos en nuestra sección deQue hacer con los Niñosy convierte cada salida en una experiencia inolvidable.","{'fecha_normalizada': '2025-02-17', 'dia_semana': 'Monday', 'mes': 'February', 'año': 2025, 'es_este_mes': False, 'es_este_fin_de_semana': False}","['17 de febrero', '18 de marzo de 2025']",12€,No especificado
Spark Island: juegos inmersivos en Madrid,https://quehacerconlosninos.es/spark-island-juegos-inmersivos-en-madrid/,"Spark Island es un centro de ocio en Madrid que ofrece juegos de aventura inmersivos en un espacio de más de 1.500 m².  Sus actividades están diseñadas a partir de los 10 años de edad. Cuenta con dos juegos: Prison Island y SPARK VR, una experiencia de realidad virtual inmersiva. Es un escape game llevado al siguiente nivel, con un éxito contrastado en 20 países y 78 centros alrededor del mundo. Cada una de las 32 celdas tiene su propio desafío que deberás resolver en el tiempo indicado. Con decorados realistas y enigmas adaptados a todos los niveles, que pondrán a prueba tus cinco sentidos, ¡e incluso tu sexto sentido! Cada participante utilizará sus capacidades y áreas de especialidad. Pequeños y ágiles para escabullirse más rápido, sabios y con experiencia para resolver los enigmas más difíciles. Prison Island es accesible para todos, pequeños y mayores y es una actividad ideal para reunirse en familia o entre amigos, divirtiéndose sin límites y compartiendo momentos de convivencia. Sal victorioso de las pruebas en cada una de las celdas para ganar puntos. Combina reflexión, equilibrio, ingenio, destreza física y habilidad para salir vencedor.Todos los talentos cuentan. Es imprescindible pensar, actuar o cooperar y elegir la estrategia correcta para sumar la mayor cantidad de puntos. Tienes que resolver los desafíos y enigmas en equipo a partir de 2 personas. Cada desafío dura entre 3 y 5 minutos. Tienes 1 h, 1 h 30 o 2 h para ganar el máximo posible de puntos.  SPARK VR es la experiencia de realidad virtual inmersiva para todos! Sumérgete en el corazón de la acción en emocionantes desafíos virtuales, con total libertad de movimiento. ¡Explora entornos virtuales con o contra tus amigos! Una experiencia increíble para hasta 8 jugadores que disfrutarán de una libertad de movimiento sin precedentes y podrán desafiarse en una gran variedad de emocionantes juegos visuales. Equípate con blásters y enfréntate a otros jugadores en la serie Cyberslash, donde tienes la oportunidad de convertirte en el verdadero campeón de la arena. ¡Colecciona puntos y asciende en la clasificación hasta la cima! Invadidos por hordas de zombis, reúne a tu mejor equipo e intenta sobrevivir al apocalipsis en Death Squad. Elimina zombis, gana puntos, desbloquea nuevas zonas y mejora tu arsenal en este increíble juego de acción que no olvidarás. Dónde:Lanzarote, 2, 28703 San Sebastián de los Reyes, Madrid Precios:pase 1 hora 20 €, 1 hora y media 25 € y 2 horas 29 € Si estás buscando más planes para disfrutar en familia, descubre nuestras recomendaciones enQué Hacer con los Niños, donde encontrarás las mejores actividades, eventos y experiencias para compartir con los más pequeños.",,[],20€,10 años
Exposición ‘Marvel: Universe of Super Heroes’ en IFEMA Madrid,https://quehacerconlosninos.es/exposicion-marvel-universe-of-super-heroes-en-ifema-madrid/,"Si alguna vez soñaste con caminar entre superhéroes, esta es tu oportunidad.Marvel: Universe of Super Heroesaterriza en IFEMA Madrid con una exposición que va más allá de los cómics y las películas. Desde trajes originales hasta escenarios espectaculares, esta muestra te hará sentir parte deluniverso Marvel. Descubre los secretos detrás de los personajes más icónicos y revive momentos emocionantes de la historia de los superhéroes. Desde su nacimiento en 1939 hasta convertirse en un fenómeno global, Marvel ha conquistado a generaciones con sus personajes y aventuras. Laexposición de superhéroesen Madrid ofrece un recorrido por la evolución de la compañía y su impacto en la cultura popular, abordando temas como la diversidad, el heroísmo y la innovación en el mundo del cómic y el cine. Las familias podrán conocer la historia de personajes icónicos comoCapitán América, Spider-Man, Black Panther, Capitana Marvel y Doctor Strange, así como descubrir la influencia de pioneros comoStan Lee, Jack Kirby y Steve Ditko,quienes dieron vida a estos héroes y sus increíbles historias. Además, la exhibición cuenta con una banda sonora compuesta por Lorne Balfe, conocido por su trabajo en películas como Misión Imposible: Fallout, Top Gun: Maverick y Viuda Negra, lo que hará que la experiencia sea aún más emocionante.  La exposiciónMarvel: Universe of Super Heroesofrece una experiencia única con una gran variedad de objetos y espacios temáticos que fascinarán a los más pequeños y a los adultos por igual. Uno de los grandes atractivos son laspiezas originales de Marvel, que incluyen vestuario y accesorios icónicos utilizados en las películas. Algunas de las más impresionantes son:  La exposición no solo se trata de mirar, sino devivir el universo Marvel. Los visitantes podrán: Si estás planeando visitar laexposición Marvel en Madrid, aquí tienes todo lo que necesitas saber. Las entradas para la exposición puedenadquirirse en líneao en taquilla. Existen tarifas especiales para niños, familias y grupos. Además, es posible encontrar promociones en determinados días de la semana.  La exposición se encuentra enIFEMA Madrid, un recinto de fácil acceso en transporte público y privado. Esta es una oportunidad única para que los niños y sus familias vivan la magia de Marvel de una forma completamente nueva. Si buscas más planes en Madrid para disfrutar en familia visitaQué Hacer con los Niños.",,[],No especificado,No especificado
